ID	Age	Sex	Hand	HK1	HK2	HK3	HK4	HK5	HK6	HK7	HK8	HK9	HK10	HK11	HK12	HK13	HK14	HK15	CONF	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	PI10	PI11	PI12	PI13	PI14	PI15	PI16	PI17	PI18	PI19	PI20
557	20	Male	R	1	1	2	4	2	5	5	5	2	4	4	2	4	2	2	2	2	1	4	2	1	4	1	5	1	1	1	2	3	1	1	1	3	2	2	3
558	24	Male	R	4	2	4	2	4	5	4	4	4	4	5	4	2	2	4	2	4	4	4	2	2	2	2	1	1	2	1	4	5	4	2	2	2	2	1	2
559	21	Male	R	4	1	2	2	2	5	5	4	4	5	4	4	2	2	1	3	1	1	5	2	1	2	1	4	3	1	1	1	4	1	1	1	4	1	4	2
560	21	Male	R	3	2	3	4	2	5	2	5	3	4	2	2	2	2	2	3	2	1	5	2	1	2	1	3	5	2	1	2	4	1	1	1	2	1	2	1
561	19	Male	R	2	2	4	2	3	5	4	2	1	2	2	3	5	2	4	2	3	3	2	2	2	4	2	3	2	3	2	3	3	1	2	1	5	2	1	4
562	19	Male	L	2	2	4	4	1	5	4	5	5	5	2	4	2	1	4	3	2	1	5	2	2	2	1	5	4	2	4	4	5	2	1	1	4	1	2	4
563	22	Male	R	2	2	2	4	3	5	2	4	3	4	4	4	3	1	2	4	2	2	4	2	2	2	1	3	3	2	1	2	4	3	1	1	4	1	2	2
564	20	Male	R	3	1	3	3	3	5	4	4	3	4	4	2	3	2	2	2	3	3	5	2	2	3	2	3	2	3	3	3	4	2	2	1	3	1	2	2
565	20	Male	R	4	1	1	5	2	5	5	5	4	4	2	4	2	1	2	5	2	1	5	2	1	2	1	5	5	1	1	1	4	2	1	1	5	1	4	1
566	26	Female	R	5	1	1	5	1	5	5	5	5	5	4	4	2	1	1	4	1	1	4	2	1	1	1	5	3	1	1	2	5	1	1	1	5	1	4	2
567	22	Female	R	2	1	1	4	2	5	5	5	5	5	2	4	1	1	2	5	1	1	5	1	1	1	1	4	4	1	1	1	5	2	1	1	4	1	5	1
568	19	Male	L	4	5	4	4	3	5	5	5	4	4	2	2	4	1	2	4	2	1	5	1	2	4	1	4	2	2	2	2	5	2	4	1	4	1	4	4
569	20	Male	R	2	1	4	4	4	5	5	2	2	3	1	5	1	1	2	3	4	1	5	5	1	1	1	3	1	3	2	1	2	4	2	2	4	1	2	2
570	20	Female	R	4	3	3	4	4	5	5	5	2	5	5	3	2	3	2	4	2	3	5	2	1	2	2	4	3	2	2	2	4	1	2	1	5	1	2	2
571	19	Female	R	4	1	2	4	2	5	4	4	4	5	5	4	2	1	2	4	2	3	5	1	2	4	1	4	2	1	1	2	4	2	1	1	4	1	4	1
572	22	Female	R	4	2	2	4	2	5	5	5	4	4	4	4	2	1	3	2	2	1	4	1	2	2	1	4	2	1	1	2	4	2	1	1	4	1	3	2
573	21	Female	R	4	1	3	3	3	5	4	5	5	4	4	4	2	1	2	2	3	2	4	2	1	2	1	4	2	2	1	1	4	1	1	1	3	1	2	2
574	20	Female	R	4	1	1	4	2	5	4	5	2	4	1	4	2	2	2	5	2	3	4	2	2	2	2	4	4	2	1	2	4	3	1	1	4	1	2	2
575	19	Male	R	3	1	4	2	4	5	2	4	2	3	4	4	3	2	4	1	5	3	2	4	2	2	2	2	1	4	3	3	2	1	3	2	2	4	1	4
576	22	Male	R	4	2	2	4	2	5	2	5	4	4	2	4	2	2	2	4	2	2	4	2	2	2	2	4	3	2	2	2	4	2	2	1	2	1	4	3
577	21	Female	R	4	1	2	2	4	5	4	4	4	2	5	5	2	1	4	2	4	1	5	4	2	2	2	3	1	1	1	2	5	2	1	1	2	2	4	4
578	19	Male	R	3	1	3	2	4	5	2	2	2	3	3	3	4	2	3	3	3	1	3	2	3	3	1	2	2	1	1	2	2	1	1	1	2	3	2	3
579	22	Male	R	5	2	2	4	3	5	5	5	4	4	2	3	2	1	2	3	2	2	5	2	1	2	1	4	2	2	1	1	5	1	1	1	5	1	4	2
580	20	Female	R	5	1	1	4	1	5	5	5	5	5	4	5	2	1	4	2	2	2	5	4	4	2	2	5	2	2	1	2	4	2	2	2	4	1	2	4
581	27	Male	R	4	1	4	2	4	5	5	2	2	3	3	2	3	1	2	1	4	1	2	4	1	4	1	4	1	1	1	4	4	4	1	2	4	2	2	4
582	19	Female	R	2	1	4	5	4	5	5	5	2	2	5	1	3	2	1	4	2	1	5	2	1	4	2	4	2	1	2	2	2	4	1	1	3	2	1	4
583	23	Male	R	2	1	2	4	4	5	4	4	2	3	3	2	4	2	4	1	4	3	4	2	2	2	2	3	2	3	2	4	4	3	3	3	4	3	2	3
584	21	Female	R	2	2	5	2	4	5	5	4	2	5	5	4	2	2	5	1	5	2	5	4	4	4	2	2	1	4	2	5	4	2	4	2	1	2	3	4
585	22	Male	R	5	1	1	5	1	5	5	5	5	5	1	4	2	1	1	5	2	2	5	1	1	2	1	4	3	1	1	1	1	3	1	3	5	1	4	1
586	19	Female	R	5	1	1	4	2	5	2	4	4	3	4	3	4	3	2	4	2	3	5	3	2	3	2	4	4	2	2	2	5	2	2	2	4	1	2	2
587	24	Female	R	3	1	2	4	3	4	4	5	4	5	2	4	3	1	3	2	2	2	5	3	2	2	1	4	2	2	1	2	5	1	2	2	4	1	4	2
588	23	Female	R	2	1	2	4	4	5	4	5	4	5	4	5	2	2	1	3	1	3	5	1	2	4	1	5	4	1	1	1	5	3	1	1	2	4	2	4
589	25	Female	R	2	1	2	3	5	5	4	5	2	5	5	2	2	1	5	1	4	1	3	5	3	4	1	4	1	1	1	2	2	4	1	1	3	2	2	1
590	21	Male	L	2	1	4	3	1	5	1	5	2	3	4	4	4	4	2	3	2	2	5	3	2	4	2	3	1	1	2	2	4	3	4	1	3	1	3	4
591	18	Female	R	2	1	2	4	2	5	5	5	4	5	4	4	2	1	3	3	2	2	4	2	2	4	2	4	4	3	1	2	3	4	1	1	2	1	2	3
592	22	Female	R	3	1	2	4	3	5	4	4	4	3	4	4	2	2	4	3	3	3	5	2	1	2	2	4	3	2	2	2	5	3	1	2	3	1	4	2
593	20	Female	R	4	1	1	2	4	5	5	5	4	5	2	4	2	1	4	4	2	2	4	2	1	2	1	4	4	2	1	2	4	2	1	1	4	2	3	2
594	22	Male	L	3	1	2	5	2	5	5	5	3	5	4	5	1	1	2	4	1	1	4	4	2	1	1	4	2	2	2	1	5	2	1	1	4	1	2	1
595	21	Male	R	3	1	4	4	4	5	4	5	5	5	4	5	3	1	4	2	4	1	5	4	1	2	2	5	3	2	1	4	5	1	2	3	5	2	3	2
596	20	Male	R	3	1	4	4	3	5	5	5	2	4	4	2	1	2	2	4	4	1	5	1	2	4	1	4	2	2	2	3	5	4	1	1	4	1	2	2
597	20	Female	L	1	3	4	1	5	4	2	2	2	2	5	3	4	4	5	1	4	4	5	5	4	5	4	1	1	5	4	5	3	4	4	3	1	2	1	5
598	22	Female	R	2	1	4	2	5	5	4	4	2	4	5	2	4	2	5	1	5	5	4	5	4	4	5	2	1	2	2	4	4	5	1	4	2	1	1	4
599	18	Male	R	4	2	2	3	4	4	4	5	4	4	3	2	3	3	3	3	2	3	4	4	2	2	2	4	3	2	3	2	4	3	3	2	3	2	2	3
600	22	Female	R	4	1	4	3	3	5	4	4	2	4	4	4	3	3	2	2	4	2	2	4	4	4	2	4	4	2	2	2	4	2	2	2	2	2	2	4
601	22	Male	R	4	1	2	4	3	1	4	4	5	4	3	5	4	2	2	3	3	3	4	2	2	2	2	3	3	3	1	2	5	1	2	2	3	2	4	3
602	22	Male	R	4	1	1	4	1	5	5	5	4	4	2	3	3	1	1	4	2	1	5	2	2	2	1	4	4	1	1	1	5	2	1	1	4	1	3	3
603	19	Male	R	2	4	4	4	5	5	4	3	2	5	1	4	1	1	4	3	2	3	5	4	2	2	1	2	1	4	2	4	5	5	2	1	1	2	1	2
604	21	Female	R	2	1	4	2	4	5	5	2	2	2	5	2	4	2	5	1	4	3	2	4	3	3	1	2	2	4	2	3	4	3	4	3	2	3	1	4
605	25	Female	L	4	2	4	4	2	5	5	5	3	3	4	4	3	2	4	2	4	3	4	4	4	4	4	3	2	4	2	3	4	1	3	3	2	4	2	4
606	21	Male	R	2	4	4	4	4	5	5	5	4	4	2	4	2	4	4	2	1	2	4	4	1	2	1	2	1	2	4	2	5	1	1	1	2	1	5	1
607	21	Female	R	2	1	2	5	1	5	5	5	2	4	2	5	1	1	2	2	3	1	5	2	1	1	1	5	2	1	1	1	5	1	2	1	5	1	3	1
608	20	Female	R	2	2	4	4	4	5	4	4	4	5	4	4	2	2	5	1	4	2	4	4	1	4	3	2	3	4	2	4	5	2	3	3	4	2	2	4
609	21	Male	R	4	1	2	4	2	5	2	5	4	2	5	4	2	1	4	2	2	1	5	5	2	2	2	2	2	2	2	2	5	2	1	1	5	1	2	2
610	24	Female	R	4	3	4	4	4	5	4	5	4	4	4	2	3	3	3	2	4	2	4	4	1	1	2	4	2	1	4	2	5	4	3	3	2	4	2	4
611	22	Male	R	3	1	3	4	2	5	4	5	3	4	2	2	2	1	3	2	3	1	4	3	1	2	1	4	3	1	3	3	4	2	3	2	3	1	2	1
612	22	Male	R	2	1	1	3	2	5	2	5	2	4	5	4	3	1	3	2	3	2	5	2	1	4	1	4	1	2	1	2	4	3	1	1	2	1	1	4
613	21	Female	R	5	1	2	4	2	5	4	5	5	3	5	2	2	2	1	4	2	1	5	2	1	1	1	5	3	1	1	1	4	1	1	1	5	1	3	1
614	22	Male	R	2	2	4	3	4	5	4	4	4	3	2	5	3	2	4	2	4	4	5	4	4	5	2	4	2	3	2	3	4	4	2	2	2	3	1	4
615	22	Male	R	4	1	3	2	4	4	4	4	2	4	2	3	2	2	4	1	4	1	4	3	1	2	3	3	2	4	3	4	4	1	3	2	3	1	2	4
616	22	Female	R	2	1	4	2	4	5	4	2	2	4	2	1	2	2	4	2	4	1	4	2	2	4	1	2	2	2	2	3	4	1	1	1	2	1	2	4
617	19	Male	R	5	1	2	3	4	5	5	5	4	4	2	3	4	2	5	2	4	2	5	4	1	1	4	4	1	4	2	3	4	1	4	3	2	1	3	1
618	21	Male	R	5	1	1	5	1	5	5	5	5	5	2	5	2	1	1	5	1	1	5	1	1	1	1	5	5	1	1	1	5	1	1	1	5	1	3	1
619	22	Male	R	4	1	3	4	1	5	4	4	4	4	3	3	3	2	2	3	2	1	5	2	2	2	1	3	4	1	2	2	4	1	2	1	5	1	4	2
620	20	Female	R	3	3	3	3	3	5	5	5	4	3	2	4	4	2	2	3	3	2	4	2	2	2	3	4	3	2	2	2	3	1	2	2	2	2	2	2
621	22	Female	R	4	1	2	5	2	5	2	5	5	2	4	2	2	1	4	2	2	2	5	4	1	1	1	4	2	1	2	2	4	1	1	1	4	2	1	1
622	19	Male	L	2	1	1	2	4	5	2	5	2	5	5	5	2	2	5	1	4	4	5	4	2	2	1	4	1	2	1	4	1	2	5	2	1	2	1	4
623	24	Male	R	3	1	1	4	3	5	2	3	4	3	5	3	4	1	2	4	2	1	4	2	1	3	1	2	4	2	1	1	3	2	1	1	4	1	2	2
624	20	Female	R	2	1	2	4	2	5	4	5	4	4	2	2	2	2	1	3	2	1	5	2	1	2	1	4	4	1	1	2	3	1	1	2	4	1	2	2
625	21	Female	R	1	1	4	2	4	5	5	5	2	2	4	4	2	1	1	1	4	1	5	2	3	4	1	5	2	2	1	2	5	1	4	2	2	1	2	1
626	23	Female	R	2	1	4	2	5	5	2	2	2	2	4	2	2	2	4	2	4	2	4	2	2	2	2	4	2	2	1	3	5	2	3	2	4	1	3	4
627	19	Female	R	4	1	2	4	2	3	4	4	3	3	4	4	4	2	2	4	2	3	5	2	2	4	1	4	4	2	2	2	4	2	2	2	3	2	3	3
628	20	Male	R	4	2	3	4	1	5	4	5	4	4	3	5	1	1	4	3	3	3	4	2	1	1	1	5	3	2	1	1	5	2	1	1	5	1	3	1
629	18	Male	R	2	2	2	3	4	5	4	5	3	5	2	5	2	3	4	2	3	1	5	2	1	1	3	4	2	3	3	2	5	1	1	1	4	2	3	4
630	20	Male	R	3	1	3	4	2	5	5	5	4	4	2	4	2	1	2	3	2	2	5	2	1	3	1	4	3	1	1	2	4	2	1	1	4	1	4	3
631	22	Male	R	2	4	4	2	5	5	5	2	2	5	4	4	1	2	4	1	4	2	4	4	2	4	1	4	2	3	2	2	4	2	4	2	2	1	4	1
632	19	Female	R	2	1	4	2	4	5	5	4	2	2	5	4	4	3	5	1	4	1	4	4	4	4	3	1	1	1	4	4	2	4	3	2	1	2	3	4
633	20	Female	R	4	1	4	4	2	5	4	5	5	4	5	3	2	1	3	4	2	2	4	3	1	2	1	4	2	1	1	1	4	3	1	1	4	1	2	4
634	20	Female	R	2	2	4	2	4	5	4	5	2	4	5	4	2	2	4	2	4	2	4	2	2	4	4	2	2	4	2	4	4	2	2	2	3	2	2	4
635	21	Male	R	5	1	1	5	1	5	5	5	5	3	1	3	1	1	1	1	3	1	3	1	1	1	1	5	3	1	1	1	5	1	1	1	5	1	3	1
636	22	Female	R	4	1	1	4	2	5	5	5	5	5	2	3	2	1	2	3	2	1	4	2	1	2	1	4	3	1	1	1	5	2	1	1	4	1	4	1
637	20	Female	R	2	1	4	2	4	5	5	5	3	4	4	3	1	2	5	1	5	4	5	5	5	5	4	2	2	4	4	5	5	4	4	4	2	3	3	2
638	21	Male	R	1	2	5	4	4	5	4	4	3	4	2	4	5	4	4	1	5	4	4	5	2	4	2	4	1	4	2	4	4	4	2	3	2	4	2	4
639	23	Male	R	2	1	4	2	4	5	4	4	2	4	4	4	2	2	4	2	2	2	4	4	2	4	1	4	1	4	1	3	2	2	2	2	2	4	2	4
640	23	Female	R	4	1	2	5	4	5	5	4	4	4	4	5	2	2	3	4	3	4	5	2	1	4	1	3	4	2	1	1	5	4	1	1	3	1	5	2
641	21	Male	R	5	1	1	5	1	5	5	5	5	5	4	5	1	1	2	4	1	1	5	2	2	2	1	5	3	1	1	1	5	1	1	1	5	1	4	1
642	23	Male	L	2	1	3	3	4	5	5	5	4	4	2	4	1	1	1	3	2	3	5	1	1	1	1	2	2	2	1	1	5	2	1	1	5	1	4	1
643	21	Female	R	2	1	3	2	4	5	2	2	2	4	5	4	2	2	2	2	2	2	5	4	4	4	3	2	2	4	2	2	4	3	1	2	2	2	2	2
644	23	Female	R	5	1	1	4	2	5	4	5	4	4	4	4	2	2	3	2	4	2	4	2	2	2	1	4	2	1	2	3	4	2	2	2	4	1	3	4
645	22	Female	R	4	2	1	4	3	5	4	5	3	4	5	5	2	2	3	4	2	2	4	2	1	3	1	4	4	2	2	2	4	2	1	2	3	4	4	3
646	22	Male	L	3	1	1	4	2	5	2	4	4	5	2	4	1	1	2	2	2	2	4	1	2	2	1	4	3	1	1	2	4	2	1	1	4	1	4	2
647	18	Male	R	5	1	2	4	4	5	5	5	5	4	4	4	5	3	4	2	3	4	4	3	3	2	1	4	4	2	2	2	4	3	2	2	3	1	1	2
648	22	Female	R	3	5	4	4	2	5	5	3	1	5	4	4	2	1	2	3	3	2	5	1	1	2	1	4	3	1	1	2	4	1	1	1	4	1	3	1
649	18	Female	L	3	1	1	3	3	5	4	4	3	3	3	4	2	2	2	3	3	2	4	2	2	2	1	4	2	2	2	2	3	2	1	2	3	2	2	3
650	22	Female	R	2	1	3	2	4	5	4	4	1	3	5	3	2	3	4	2	3	3	2	3	4	4	4	2	1	3	4	3	2	4	3	3	2	3	2	5
651	19	Female	R	4	1	4	4	2	5	5	5	4	5	5	5	2	3	5	2	3	2	4	3	1	2	4	5	2	2	2	4	4	1	1	2	4	4	3	2
652	22	Female	R	4	1	2	5	2	5	5	5	5	4	4	5	2	1	4	3	2	2	4	2	1	1	1	4	4	1	1	2	5	2	2	1	4	1	2	2
653	22	Female	R	2	1	3	3	4	5	4	5	3	5	4	4	2	1	3	2	2	1	5	2	2	4	1	3	3	2	1	2	4	2	1	1	4	4	2	2
654	21	Male	R	4	2	1	5	2	5	5	5	4	5	2	4	2	2	3	3	2	1	5	2	1	2	1	5	3	2	1	2	5	2	1	1	4	1	3	2
655	22	Female	R	3	1	3	4	3	5	5	5	4	4	3	4	3	2	1	3	3	4	4	2	2	3	1	5	4	3	2	2	4	2	1	1	4	1	3	2
656	20	Male	R	3	2	3	4	3	5	2	5	2	4	2	3	4	2	2	4	2	1	4	2	1	3	1	4	4	2	2	2	3	1	1	1	3	1	2	2
657	19	Male	R	3	3	4	4	4	5	5	5	3	4	4	4	2	2	3	3	3	2	5	3	2	2	2	4	2	3	2	2	4	1	2	1	3	1	3	2
658	18	Female	R	4	1	2	4	2	5	4	5	4	3	5	4	2	2	4	2	4	2	4	2	1	4	2	4	2	2	2	2	5	2	1	2	5	1	2	2
659	23	Male	R	2	2	4	2	4	5	2	3	2	3	5	2	3	3	2	3	5	4	4	3	4	4	2	3	4	1	2	3	3	1	3	4	4	2	3	3
660	21	Male	R	3	1	1	4	1	5	5	5	5	5	3	4	4	1	1	4	2	2	5	1	1	4	1	5	4	1	1	1	5	2	1	1	5	2	2	2
661	25	Male	R	4	1	3	4	2	5	4	3	3	4	2	4	2	1	2	4	2	2	4	1	2	4	1	2	2	3	1	1	5	2	1	1	4	1	3	4
662	19	Male	R	4	2	2	4	1	5	2	5	4	4	2	5	2	2	2	4	2	1	5	2	2	4	2	4	2	2	2	2	4	2	2	1	3	2	2	1
663	19	Female	L	3	1	3	4	3	5	4	5	5	4	2	4	4	1	2	3	3	1	3	2	2	2	1	3	2	2	1	2	3	2	1	1	4	1	3	2
664	22	Female	R	5	1	1	4	2	5	4	5	4	5	4	4	2	1	1	4	2	1	5	2	1	2	1	5	4	2	1	1	5	1	1	1	5	1	3	3
665	23	Female	R	4	1	1	4	2	5	4	4	2	5	4	2	2	1	2	2	2	2	4	2	2	2	1	2	2	2	1	1	2	1	1	1	4	1	2	2
666	19	Female	R	2	2	5	2	4	2	3	4	2	2	5	2	2	2	5	1	5	3	4	4	2	4	2	2	2	4	4	3	4	5	2	3	1	1	4	4
667	19	Male	R	5	1	3	5	1	5	5	5	5	5	5	5	1	1	1	5	1	1	5	1	1	1	1	5	5	1	1	1	5	1	1	1	5	1	1	4
668	21	Male	R	5	1	1	5	1	5	5	5	5	5	4	5	2	1	1	5	1	1	5	1	1	1	1	5	5	1	1	1	5	1	1	1	5	1	3	1
669	20	Male	R	5	1	1	5	1	5	2	4	3	4	1	1	3	3	5	1	2	3	3	1	2	4	4	4	1	2	4	3	4	2	2	3	4	1	3	3
670	19	Female	R	3	1	3	3	3	5	4	5	4	4	4	4	3	2	3	3	3	1	4	1	3	3	1	3	3	3	1	2	4	2	1	3	3	1	3	3
671	20	Male	R	2	1	3	5	3	5	5	5	3	5	4	4	1	2	3	3	3	2	4	1	1	2	1	4	3	2	1	1	4	2	1	2	4	1	2	2
672	18	Male	R	5	1	1	4	2	5	4	5	5	4	2	4	2	2	1	4	1	1	4	2	1	1	1	5	4	1	1	1	4	1	1	1	4	1	3	2
673	21	Female	R	1	1	4	2	4	5	4	3	1	2	5	2	4	4	4	1	4	4	4	4	5	4	4	2	1	3	4	4	2	4	3	4	2	4	1	4
674	18	Male	R	4	1	1	4	1	5	3	5	3	5	2	3	2	2	1	4	2	1	5	1	1	1	1	5	3	3	1	1	3	1	1	1	3	5	3	1
675	21	Female	R	5	1	1	4	2	5	5	5	5	4	4	4	2	1	2	4	2	2	4	2	2	2	1	4	4	1	1	1	4	1	1	1	4	1	4	2
676	20	Female	R	4	1	4	4	2	5	5	5	4	4	5	5	4	1	4	4	2	4	5	4	1	2	1	5	4	2	2	2	4	1	1	1	5	1	2	4
677	18	Female	R	2	1	2	4	2	5	4	5	4	4	5	3	2	2	2	2	3	2	4	2	2	2	3	4	2	2	3	4	3	5	3	4	4	1	2	3
678	22	Female	R	5	1	2	3	4	5	5	4	3	5	5	5	2	1	5	2	4	1	5	5	3	4	1	4	2	1	4	2	5	2	1	1	3	1	1	2
679	19	Female	L	2	1	4	4	2	5	4	4	2	5	4	2	1	1	4	1	4	1	5	5	2	3	4	1	1	2	1	4	5	4	1	3	2	1	1	2
680	21	Male	R	3	1	2	4	2	5	2	5	5	5	3	4	4	1	3	3	3	2	4	2	2	2	1	4	3	1	1	1	5	1	1	1	4	1	3	2
681	18	Male	R	3	1	4	4	4	5	4	3	4	4	4	5	4	4	5	3	3	2	5	4	4	5	4	3	2	1	2	3	4	4	1	4	2	4	1	4
682	21	Female	L	4	1	4	4	3	5	4	3	4	3	2	4	2	2	3	2	4	2	4	3	1	2	3	3	2	3	2	3	4	2	3	3	4	1	2	2
683	19	Male	R	2	2	3	4	2	5	2	4	3	4	4	4	2	2	4	2	4	2	5	4	2	2	4	3	2	4	3	4	5	3	3	3	4	1	3	2
684	24	Male	R	5	1	2	4	2	5	5	5	5	4	5	5	2	2	2	4	2	3	4	2	2	4	1	5	4	2	2	2	4	2	2	1	2	2	4	1
685	22	Male	R	4	1	2	5	2	5	5	4	4	4	3	4	2	1	2	1	2	2	5	3	2	2	1	4	4	2	1	1	4	2	1	1	4	1	2	2
686	20	Female	L	4	1	2	4	2	5	5	5	4	5	3	4	2	1	1	4	1	2	5	1	1	1	1	5	4	1	1	1	5	1	1	1	5	1	3	1
687	22	Male	R	1	5	5	4	5	5	5	3	1	3	4	5	2	1	1	5	3	5	5	2	1	1	1	3	5	1	1	1	1	3	3	1	5	1	3	1
688	22	Female	R	2	1	3	4	2	5	5	5	2	5	5	4	4	1	2	1	3	3	4	2	1	4	3	2	2	3	2	2	5	4	3	3	4	2	2	2
689	22	Female	R	4	1	3	4	1	5	4	5	5	5	3	4	2	1	1	3	3	1	5	1	1	1	1	5	3	1	1	1	5	1	1	1	4	1	4	1
690	20	Female	R	2	1	3	2	4	5	5	4	3	2	5	3	4	4	5	2	4	2	2	4	4	5	5	3	1	4	5	4	4	1	3	4	1	1	1	5
691	23	Male	R	2	1	5	2	4	4	4	3	4	4	1	5	2	4	5	1	5	2	4	5	1	5	4	4	1	4	5	5	2	1	4	4	1	1	1	5
692	20	Female	R	4	2	4	2	4	5	4	4	2	4	2	4	2	2	4	2	4	2	4	5	2	2	2	3	3	3	1	3	4	1	1	2	3	1	2	2
693	22	Male	R	5	1	1	5	2	5	5	5	5	5	2	4	2	1	1	4	2	2	5	1	1	1	1	5	4	1	1	1	5	1	1	1	5	1	4	1
694	19	Female	R	4	1	1	4	2	5	5	5	5	4	4	5	1	1	3	4	2	3	5	2	2	1	1	5	4	1	1	1	5	1	1	1	5	2	4	3
695	20	Female	R	3	1	2	4	2	5	4	5	4	4	4	2	2	1	2	2	2	1	4	2	2	2	1	4	2	1	1	1	5	3	1	1	4	1	2	2
696	21	Male	R	4	1	2	4	2	5	2	5	5	4	3	2	2	2	2	4	2	2	5	1	2	4	1	4	4	2	1	2	3	1	1	1	3	1	3	3
697	22	Female	R	4	1	1	5	2	5	5	5	5	4	3	5	2	3	2	5	2	2	5	2	1	2	1	4	5	2	2	2	5	4	2	1	4	1	2	2
698	21	Female	R	4	1	2	4	2	5	5	5	4	5	4	5	1	1	2	4	2	2	5	4	1	2	1	5	4	1	1	1	5	2	1	1	4	1	2	2
699	21	Female	R	2	1	2	4	2	5	4	5	4	5	3	4	2	1	4	3	3	3	3	4	4	3	2	3	2	2	2	2	2	3	1	2	2	1	3	2
700	20	Female	R	2	1	1	3	4	5	4	4	2	5	5	2	5	1	4	3	2	1	5	1	3	3	2	3	3	2	1	2	5	4	1	2	3	2	2	2
701	18	Female	R	4	1	3	4	2	5	5	5	3	5	4	4	2	1	3	3	3	1	5	2	2	3	1	5	2	1	1	3	4	1	1	1	4	1	2	3
702	19	Male	R	4	1	1	5	2	5	4	5	4	3	4	4	2	1	1	4	2	2	4	1	1	2	1	4	3	1	1	2	4	2	1	1	4	1	3	2
703	23	Female	R	5	1	1	4	2	5	5	5	4	5	4	4	2	1	2	4	2	2	5	1	1	2	1	5	4	1	1	1	5	1	1	1	5	1	4	1
704	28	Female	L	3	1	2	4	2	5	4	5	4	5	2	5	2	1	2	4	2	2	4	2	2	2	1	4	3	2	2	2	5	2	2	2	4	1	2	2
705	20	Male	R	3	1	3	3	3	4	4	4	4	4	2	3	2	3	3	3	2	2	3	3	3	3	3	3	3	4	4	2	3	3	4	3	3	1	2	2
706	22	Female	L	4	1	2	4	2	5	5	5	4	4	5	4	2	1	3	3	2	1	4	1	1	1	1	4	3	1	2	2	5	2	1	1	4	2	4	2
707	23	Female	L	4	1	3	5	1	5	5	5	4	5	5	5	1	1	4	2	3	1	5	2	1	1	1	5	3	2	1	2	5	2	1	1	5	1	4	1
708	19	Male	R	1	1	4	4	4	5	5	5	2	4	2	2	4	4	2	1	4	4	5	4	5	2	3	4	1	4	4	2	3	2	2	2	4	2	2	2
709	21	Male	R	2	1	3	5	4	5	5	5	2	3	4	2	2	1	1	3	1	1	2	4	2	2	1	4	2	2	1	2	4	4	2	1	4	1	1	5
710	19	Male	R	4	1	2	5	1	5	4	5	3	3	2	4	2	2	2	5	1	2	5	1	1	2	1	4	2	1	1	1	4	2	1	1	5	1	3	1
711	33	Female	R	2	1	3	5	2	5	5	4	4	4	4	4	4	1	4	2	3	2	5	3	1	3	2	4	2	4	2	3	3	3	2	2	2	2	4	2
712	21	Female	R	2	1	4	3	2	5	5	5	1	5	5	5	2	1	5	1	5	1	5	1	4	5	5	5	1	3	2	4	5	3	4	4	1	3	4	2
713	21	Male	R	4	3	1	5	2	5	4	5	3	4	2	4	1	1	1	4	2	3	4	4	1	1	1	5	5	1	1	1	4	1	4	2	4	1	4	2
714	18	Male	R	5	1	1	5	2	5	4	5	4	5	2	2	2	1	2	4	1	1	5	2	1	2	1	5	4	1	1	1	5	1	1	1	5	1	2	2
715	22	Female	R	4	3	3	2	4	5	5	5	3	2	5	5	2	1	4	2	3	2	4	4	4	4	3	2	2	4	3	4	5	2	2	2	3	2	2	5
716	19	Female	R	4	1	1	5	3	5	5	5	5	4	4	3	2	1	1	4	1	2	5	1	1	1	1	4	2	1	1	1	5	1	1	1	5	1	4	1
717	19	Female	R	2	2	3	2	4	5	4	4	2	3	4	3	4	1	2	3	3	2	5	3	1	2	1	4	3	2	1	1	4	1	1	1	4	1	1	2
718	19	Female	R	2	5	3	2	4	4	4	4	3	3	3	3	4	2	4	2	3	4	5	4	4	3	2	3	2	2	4	4	4	2	3	4	2	2	3	4
719	18	Female	R	3	2	1	4	3	5	2	5	3	4	5	4	2	1	2	3	2	1	5	2	1	1	2	5	3	1	1	1	4	1	1	1	5	1	3	2
720	26	Female	R	2	2	1	4	1	2	4	5	4	5	5	5	1	1	5	5	1	1	4	1	5	2	2	5	3	1	1	1	5	1	1	1	2	1	3	1
721	19	Female	R	4	1	2	2	3	5	5	4	4	4	5	4	2	4	5	2	4	2	4	4	4	4	2	3	1	2	2	4	5	2	3	2	2	2	4	4
722	20	Male	R	2	4	4	2	4	4	4	4	2	4	2	1	4	3	4	2	4	3	3	4	4	4	2	3	2	2	3	4	4	4	3	3	2	3	1	4
723	21	Male	R	3	2	2	5	1	5	3	5	4	5	5	4	1	1	1	4	1	1	5	1	1	1	1	5	4	2	1	1	4	2	1	1	5	1	2	1
724	29	Male	R	2	1	2	4	4	5	4	5	4	5	4	2	2	2	4	3	2	2	4	2	2	2	1	4	3	3	2	2	4	2	1	2	4	1	2	2
725	21	Male	R	2	1	4	3	2	5	5	5	2	4	2	4	4	2	5	2	4	1	4	5	2	4	2	4	1	4	1	4	3	1	3	2	2	1	1	1
726	21	Male	R	2	1	1	4	3	5	5	5	3	4	3	2	3	2	2	4	3	3	4	2	1	2	1	4	4	2	2	1	4	1	1	1	4	2	2	2
